match_id,times,rad_gold_adv,rad_xp_adv
31217,300,690,-164
31217,720,3388,592
31217,1500,1621,-963
31218,300,-1275,-64
31218,720,-132,145
31218,1500,-1351,-4320
31219,300,528,-618
31219,720,3404,2446
31219,1500,4551,3887
31220,300,820,371
31220,720,6107,4627
31220,1500,9883,8289
31221,300,-228,1106
31221,720,5201,8584
31221,1500,14332,16189
31222,300,-176,-514
31222,720,-157,-1538
31222,1500,4919,2161
31223,300,265,856
31223,720,723,870
31223,1500,6875,10691
31224,300,490,874
31224,720,-1388,-1083
31224,1500,2469,5946
31225,300,1410,1709
31225,720,4633,3055
31225,1500,32030,21822
31226,300,-1358,-987
31226,720,-553,897
31226,1500,4313,10068
31227,300,1231,1412
31227,720,-440,-597
31227,1500,-8056,-10502
31228,300,285,-158
31228,720,-9,-357
31228,1500,4483,331
31229,300,-655,117
31229,720,-8265,-4873
31229,1500,-31597,-11845
31230,300,-465,-989
31230,720,-2637,-3365
31230,1500,497,1705
31231,300,-361,-350
31231,720,1208,955
31231,1500,15149,7915
31232,300,1412,548
31232,720,245,-851
31232,1500,-3578,-14026
31233,300,2254,540
31233,720,880,-209
31233,1500,2211,6070
31234,300,-795,-495
31234,720,-169,-988
31234,1500,16158,14362
31235,300,-1042,-1310
31235,720,33,-500
31235,1500,-2461,-7768
31236,300,1013,475
31236,720,565,396
31236,1500,-14341,-16946
31237,300,-2444,-1059
31237,720,-3863,313
31237,1500,-2465,4701
31238,300,306,160
31238,720,-1142,-835
31238,1500,-10475,-12758
31239,300,1002,7
31239,720,1339,108
31239,1500,6172,9325
31240,300,241,585
31240,720,4517,4043
31240,1500,10853,5419
31241,300,-121,-33
31241,720,-4297,-2886
31241,1500,-15629,-12052
31242,300,-553,-638
31242,720,1006,1673
31242,1500,14330,19039
31243,300,-552,-406
31243,720,-1326,-226
31243,1500,-6425,-2189
31244,300,418,-456
31244,720,-2353,-3071
31244,1500,-4300,-5986
31245,300,-587,-1201
31245,720,2403,2238
31245,1500,8376,19432
