match_id,times,tot_gold_rad,tot_gold_dire,tot_xp_rad,tot_xp_dire
129,720,13990,16275,15396,18370
129,1500,32665,42318,36961,48314
130,300,6109,4695,6638,6066
130,720,14253,12809,16704,15418
130,1500,41458,32178,45169,37918
131,300,5888,5584,6088,6283
131,720,16665,15448,17071,17855
131,1500,44507,39438,49458,43719
132,300,6697,5258,6703,5500
132,720,23739,16761,21210,15446
132,1500,51351,41005,50322,40474
133,300,5195,6134,5852,5875
133,720,16680,15267,18517,16845
133,1500,38106,44175,42362,50883
134,300,6852,5527,8126,7042
134,720,15061,17887,17094,19240
134,1500,37545,44418,44068,53799
135,300,5664,5289,6447,6847
135,720,16092,15768,15060,16418
135,1500,46827,37074,48122,39090
136,300,6627,6368,7082,6850
136,720,20633,15038,21717,15171
136,1500,67055,32890,64797,32536
137,300,6991,6036,7525,6552
137,720,18883,18407,18710,20218
137,1500,49840,43372,51756,47097
138,300,4763,5313,4605,5816
138,720,16735,17001,16132,16482
138,1500,38416,42405,42810,46972
139,300,5834,4365,7421,5223
139,720,19890,10889,20196,14521
139,1500,54887,36897,61963,44576
140,300,5870,5510,5744,6205
140,720,17173,15438,17861,17738
140,1500,53657,39219,51422,44172
141,300,4881,5847,5888,7278
141,720,15878,19809,17876,20478
141,1500,40655,52313,44202,59416
142,300,4670,5333,5867,6552
142,720,13164,14888,15939,18066
142,1500,33515,39929,37268,48308
143,300,5403,5485,6313,6105
143,720,18225,18038,17151,18263
143,1500,48125,42328,48064,45034
144,300,5659,4919,5745,5589
144,720,13752,14066,15012,15870
144,1500,34762,37659,36086,45881
145,300,5113,4700,5747,5558
145,720,14179,13024,15059,15113
145,1500,35518,37759,39434,40747
146,300,5593,6233,6341,6337
146,720,17846,16993,20071,18008
146,1500,46888,36888,52995,39738
147,300,5701,5142,6139,6189
147,720,15271,16217,13927,17255
147,1500,36998,38106,37735,41396
148,300,5717,5255,6230,6663
148,720,15993,15042,17188,16542
148,1500,41175,44317,46282,49105
149,300,5466,5602,6136,5780
149,720,15408,14424,16807,15350
149,1500,46282,39448,48442,41355
150,300,6674,6311,5628,6644
150,720,18069,17346,16244,16008
150,1500,48799,38684,48586,39688
151,300,5752,6967,6175,6667
151,720,15047,19261,16587,18522
151,1500,42028,42453,44217,44460
152,300,6384,5040,6930,5501
152,720,17368,15884,18656,16822
152,1500,42647,44762,49057,48244
153,300,4553,7051,5276,7026
153,720,15984,20048,17028,17083
153,1500,39447,50362,41933,48326
154,300,6490,5005,5901,5831
154,720,18112,14262,16435,15240
154,1500,46535,37705,51862,42321
155,300,5821,5310,6900,5871
155,720,15266,13781,17272,14920
155,1500,44949,36203,51928,36786
156,300,5450,5315,6149,6014
156,720,14566,15116,16717,17127
156,1500,37727,41280,46495,49949
157,300,6511,7690,5358,7264
157,720,16502,18940,13993,16947
157,1500,39407,44464,41254,47344
158,300,5000,5564,5470,6612
158,720,16769,16275,17991,18296
158,1500,40895,46369,45329,52802
159,300,6957,4997,6704,6689
159,720,18391,15552,17485,17071
159,1500,49531,37533,52501,41332
160,300,5796,6440,6030,6751
160,720,19072,18069,19014,20166
160,1500,47648,46496,52940,51197
161,300,5221,5334,5927,6273
161,720,13719,15512,15974,19037
161,1500,38486,44978,41840,53390
162,300,5527,6356,5817,6762
162,720,15641,16498,16281,18115
162,1500,47616,41919,51549,45299
163,300,7268,6014,6024,6913
163,720,18901,15853,17999,17355
163,1500,47957,39632,42099,43122
164,300,5092,6415,6084,6876
164,720,14613,18734,15327,18779
164,1500,39572,52781,44493,58040
165,300,4921,5518,5539,5886
165,720,14475,17015,16254,18596
165,1500,38832,46776,41885,53578
166,300,5164,6031,5723,6672
166,720,16865,17388,18093,19270
166,1500,42893,43029,48040,50914
167,300,5043,6624,6018,6151
167,720,14819,17146,17401,16773
167,1500,37898,47620,42764,47942
168,300,4659,5430,5934,6519
168,720,17923,16587,17781,17053
168,1500,43691,41398,46992,49884
169,300,6114,7966,5964,7281
169,720,19020,17418,17726,17406
169,1500,59816,31595,50482,28862
170,300,6042,7025,7272,6883
170,720,17797,17405,20890,16696
170,1500,42170,40834,50514,42377
171,300,5966,4922,6449,5400
171,720,18271,17013,18690,17013
171,1500,38238,38124,40964,43807
172,300,5910,4622,6950,5589
172,720,15635,12921,17703,14941
172,1500,38034,35514,38737,41220
173,300,5898,5435,6658,6100
173,720,16346,14760,18218,16792
173,1500,43471,35327,45258,38411
174,300,5456,6317,5705,7311
174,720,19102,16125,20408,17797
174,1500,43652,38701,47576,41572
175,300,4999,6217,5143,5787
175,720,15266,16317,16168,16313
175,1500,39248,52020,37868,49283
176,300,4988,6238,6033,7494
176,720,13149,17471,14861,18749
176,1500,32027,47084,33756,50780
177,300,6953,6204,6390,5753
177,720,20335,17081,20026,15846
177,1500,52308,41743,58978,43480
178,300,5215,6297,5604,7290
178,720,17913,18857,18092,21247
178,1500,47692,47583,47592,54858
179,300,4889,7015,5442,6644
179,720,13217,17100,14124,18054
179,1500,36759,41168,41192,42353
180,300,5483,4934,6081,5758
180,720,15628,16311,16752,18305
180,1500,40226,43282,43597,49170
181,300,6939,6459,6280,5837
181,720,19802,17629,17362,16037
181,1500,52235,44504,53033,43782
182,300,6770,5052,6598,6805
182,720,18616,14311,18472,15670
182,1500,49405,35467,54840,39653
183,300,6312,4971,6855,5526
183,720,16422,16237,16667,18165
183,1500,42499,38127,45076,43655
184,300,5064,7082,6678,6886
184,720,18006,21452,17754,22584
184,1500,46322,51450,51165,53696
185,300,7749,5751,8370,6309
185,720,21030,16178,22836,17658
185,1500,46141,47404,47316,52131
186,300,5266,5655,5336,6134
186,720,14692,16296,15413,18463
186,1500,38081,45496,37682,51468
187,300,6896,4629,6264,5012
187,720,22018,12734,18309,12478
187,1500,54352,48599,48877,52811
188,300,6229,5016,7033,5846
188,720,20963,12586,20820,13387
188,1500,59509,36485,53932,36495
189,300,5489,6422,5691,6864
189,720,15070,17292,14886,18081
189,1500,37793,47237,35143,49823
190,300,7471,5486,8416,6304
190,720,20320,17440,22123,18131
190,1500,43362,44858,47784,50541
191,300,5665,7197,6795,7747
191,720,19014,19076,21004,20334
191,1500,44841,40989,49348,43153
192,300,5595,6967,6392,6815
192,720,17643,17184,19527,16818
192,1500,41235,44479,44201,43765
193,300,6347,7181,6300,6710
193,720,16812,19668,17474,20244
193,1500,44870,52908,47974,53342
194,300,7040,5409,6918,6314
194,720,17758,16180,18593,18529
194,1500,45368,45652,47907,55738
195,300,5169,6236,5118,6559
195,720,19076,18512,18651,20328
195,1500,43101,49028,46537,54234
196,300,5843,5402,6807,6017
196,720,19609,15336,22661,16883
196,1500,52662,43383,55892,51102
197,300,5062,6331,5402,6490
197,720,15131,18057,13795,16495
197,1500,40663,43211,41847,44161
198,300,5131,5951,6543,6867
198,720,16064,13948,17525,15748
198,1500,43219,36660,54771,42867
199,300,5596,4681,6748,5744
199,720,20030,10928,20501,12085
199,1500,59765,34484,55614,39298
200,300,4974,5331,5386,6132
200,720,14863,15258,16427,16807
200,1500,40490,35267,47230,42707
201,300,6395,6125,5234,5726
201,720,15504,17741,14384,18209
201,1500,40683,48555,40486,51430
202,300,5942,7433,5690,7121
202,720,17801,17017,19155,17638
202,1500,51994,35921,49626,32702
203,300,5257,5362,5279,5725
203,720,15232,16233,15433,18081
203,1500,42205,38248,50068,37443
204,300,6178,6224,5979,6602
204,720,19236,17512,18194,16941
204,1500,52660,37378,54902,35499
205,300,5773,4762,7613,5628
205,720,17462,17338,20458,18034
205,1500,39949,40495,45649,46590
206,300,7034,6689,6271,6665
206,720,20309,17632,19333,18886
206,1500,60981,43281,55757,46186
207,300,5059,6030,5552,6430
207,720,14224,16583,14950,17650
207,1500,40442,43929,45551,48029
208,300,5443,4475,6050,5992
208,720,15187,13567,17294,17203
208,1500,42755,33957,46272,37304
209,300,6144,5752,5680,5434
209,720,18184,16811,16327,17325
209,1500,40610,53325,39737,58536
210,300,4822,4881,4690,5995
210,720,15646,14106,14960,16166
210,1500,44579,45006,45256,52093
211,300,5767,6481,7092,7348
211,720,18195,18679,19235,19966
211,1500,39614,49511,43493,57302
212,300,6306,5103,6368,5843
212,720,16464,15915,17954,16314
212,1500,42323,38140,47223,40522
213,300,6428,5379,6044,5868
213,720,15861,15625,16239,16109
213,1500,40113,41388,44838,47226
214,300,5314,5151,5944,5730
214,720,15652,13430,17852,13661
214,1500,41893,34459,42460,35703
215,300,5600,5818,5717,5837
215,720,16828,16572,16969,15551
215,1500,53573,37845,55505,36579
216,300,5328,6072,5617,5404
216,720,15230,16327,15799,16035
216,1500,41578,44255,42535,47815
217,300,5289,4947,6467,5274
217,720,17868,15600,17771,16886
217,1500,41944,37761,47752,46348
218,300,5305,6141,6425,7008
218,720,17770,14889,17677,15608
218,1500,48734,34558,52918,33948
219,300,6768,5105,6901,5586
219,720,17646,13298,19117,13934
219,1500,43729,34999,47835,38301
220,300,4199,7057,5266,7361
220,720,14408,20466,17435,19169
220,1500,36655,55252,39992,52101
221,300,5224,4436,6355,6768
221,720,12668,11292,14123,15372
221,1500,32396,35650,36614,44875
222,300,6284,5187,6777,6148
222,720,15420,15343,15518,18008
222,1500,39859,33761,42473,40452
223,300,5767,6880,6203,7444
223,720,14669,19636,16321,20943
223,1500,44782,51594,53259,58553
224,300,7169,6317,7305,6765
224,720,19181,19934,20023,20464
224,1500,45408,48522,48564,50553
225,300,4658,5059,6431,5766
225,720,11924,14749,16095,17307
225,1500,31311,39253,38393,43457
226,300,6424,4817,6260,5283
226,720,20697,14010,18496,14981
226,1500,53364,36089,50224,37833
