match_id,times,tot_gold_rad,tot_gold_dire,tot_xp_rad,tot_xp_dire
20560,300,4227,5054,5790,6089
20560,720,12745,12885,15634,15203
20560,1500,33451,37227,36896,40008
20561,300,6685,4795,7063,5124
20561,720,15825,15208,16881,17464
20561,1500,41110,35026,43718,40606
20562,300,6739,5603,6699,6281
20562,720,17678,15642,18073,18115
20562,1500,44842,43384,47639,50011
20563,300,4878,5870,6050,6346
20563,720,13685,15922,15616,17137
20563,1500,37158,38436,41412,43380
20564,300,5347,5790,6548,7244
20564,720,19822,13963,20676,16237
20564,1500,55695,43509,59875,51962
20565,300,5736,7456,6447,7172
20565,720,18691,19292,17355,18571
20565,1500,46130,45426,51079,52389
20566,300,4919,6203,5424,6899
20566,720,12552,19198,13389,21495
20566,1500,36052,46698,38558,52611
20567,300,5676,5467,5507,6704
20567,720,17549,17253,18931,18408
20567,1500,48029,44087,52926,44596
20568,300,5290,6537,6015,6093
20568,720,13635,14529,14666,14540
20568,1500,33655,38601,35838,37157
20569,300,4543,5243,5581,5652
20569,720,11916,17461,12880,16225
20569,1500,40732,45673,44412,49858
20570,300,4907,6178,6150,6150
20570,720,12339,18670,14181,19681
20570,1500,41427,45394,48281,51054
20571,300,5559,4871,5737,5601
20571,720,15738,14225,17063,14402
20571,1500,47316,38803,54692,43360
20572,300,5353,5210,5935,5866
20572,720,15696,14685,17327,16257
20572,1500,40548,36403,49316,44956
20573,300,5400,6825,6011,7468
20573,720,16748,17198,19013,17969
20573,1500,38649,44364,41322,48693
20574,300,4758,5474,5609,5872
20574,720,14263,15362,16068,15578
20574,1500,35584,38052,40853,41664
20575,300,5816,5605,6093,6629
20575,720,16751,17390,17174,18160
20575,1500,33532,45100,33075,52922
20576,300,6984,6123,6007,7443
20576,720,16992,17550,14969,19912
20576,1500,45885,45718,45794,50648
20577,300,5626,5298,6489,6064
20577,720,16470,15591,16163,17660
20577,1500,41065,44372,46420,50510
20578,300,5539,5725,5889,7170
20578,720,14578,18409,15030,20274
20578,1500,38912,54362,44404,62227
20579,300,4996,6896,5565,6992
20579,720,13863,19052,14320,17638
20579,1500,37958,42301,41509,44945
20580,300,5415,5394,6083,6511
20580,720,15260,16305,17648,16392
20580,1500,40051,39351,45853,40347
20581,300,5136,5598,6312,6529
20581,720,18631,16618,20965,17112
20581,1500,49634,42968,59808,50257
20582,300,4372,7203,5014,6644
20582,720,13456,18967,13865,17951
20582,1500,35168,53129,34848,48741
20583,300,6270,5285,5608,5723
20583,720,18287,16092,17585,15864
20583,1500,48124,45408,53925,46863
20584,300,4139,5208,5498,6282
20584,720,14835,16169,16996,17821
20584,1500,40105,36240,45528,41092
20585,300,7493,5213,6668,5677
20585,720,21182,15535,19488,16948
20586,300,5091,5896,4284,5966
20586,720,13029,16125,12746,16725
20586,1500,40064,43369,41724,38874
20587,300,5666,5855,5392,6198
20587,720,17690,15975,16976,17001
20587,1500,40336,37045,39540,37447
20588,300,6032,5456,6640,5401
20588,720,16644,16393,17554,15633
20588,1500,37770,52069,43875,60907
20589,300,5117,5903,5392,6490
20589,720,15269,17920,15683,18694
20589,1500,40905,39390,42781,44564
20590,300,5894,4821,6168,6021
