match_id,times,rad_gold_adv,rad_xp_adv
10720,300,2050,-380
10720,720,1146,-1955
10720,1500,-2186,-9847
10721,300,725,-202
10721,720,2157,344
10721,1500,-1930,-4840
10722,300,1208,17
10722,720,-372,-1930
10722,1500,2286,4847
10723,300,-775,-374
10723,720,-7236,-4983
10723,1500,-1100,4838
10724,300,291,167
10724,720,2371,1122
10724,1500,5833,8457
10725,300,1218,270
10725,720,-1945,-4391
10725,1500,-387,-2752
10726,300,-153,-199
10726,720,-506,-900
10726,1500,-12064,-15312
10727,300,1706,192
10727,720,5065,3780
10727,1500,14143,16397
10728,300,489,1716
10728,720,3316,2575
10728,1500,1783,2290
10729,300,119,287
10729,720,4799,4984
10729,1500,29046,24207
10730,300,-696,99
10730,720,1954,933
10730,1500,3859,3108
10731,300,-1005,-239
10731,720,1526,2041
10731,1500,-950,-7682
10732,300,-1196,349
10732,720,-2104,-277
10732,1500,726,6202
10733,300,-1761,-2245
10733,720,-2724,-403
10733,1500,-11802,-13218
10734,300,-1250,-1143
10734,720,298,2761
10734,1500,7582,10689
10735,300,1249,1995
10735,720,-5058,-6198
10735,1500,-5763,-4161
10736,300,-1308,-1470
10736,720,-8364,-6740
10737,300,-1013,214
10737,720,-524,1300
10737,1500,982,4035
10738,300,230,89
10738,720,-147,711
10738,1500,2891,2527
10739,300,-481,-331
10739,720,-201,-157
10739,1500,11583,15316
10740,300,-659,-531
10740,720,-2775,-3608
10740,1500,-4895,-4818
10741,300,1685,2279
10741,720,2746,3989
10741,1500,-1770,-910
10742,300,-479,-217
10742,720,-2172,-859
10742,1500,5922,9678
10743,300,1704,2151
10743,720,-576,-1419
10743,1500,9677,18717
10744,300,-2515,-1534
10744,720,-6078,-4096
10744,1500,-24609,-22049
10745,300,-1200,-1078
10745,720,916,1907
10745,1500,2172,6527
10746,300,770,300
10746,720,901,-1074
10746,1500,6143,6186
10747,300,1309,782
10747,720,6173,3953
10747,1500,28324,25037
10748,300,-1019,-1420
10748,720,-4008,-3313
10748,1500,-12802,-13392
10749,300,-531,-1284
10749,720,-3287,-4604
10749,1500,-7227,-6888
10750,300,-250,-299
10750,720,-2277,-1179
10750,1500,4139,5313
10751,300,-219,-212
10751,720,-311,-905
10751,1500,-6183,-16140
10752,300,1297,1095
10752,720,1270,263
10752,1500,7286,7456
10753,300,-460,-884
10753,720,-1893,-3735
10753,1500,-4184,-2804
10754,300,846,884
10754,720,1817,517
10754,1500,2874,-6152
10755,300,1024,-359
10755,720,2409,718
10755,1500,-1,2319
10756,300,-1635,-774
10756,720,-3839,-1171
10756,1500,-5631,-2911
10757,300,1757,734
10757,720,4369,3090
10757,1500,14154,19543
10758,300,487,-16
10758,720,2979,533
10758,1500,28637,17988
10759,300,930,458
10759,720,-810,-281
10759,1500,-8081,-3216
10760,300,-843,-1676
10760,720,-4644,-5436
10760,1500,-961,-5051
10761,300,-652,406
10761,720,-2203,141
10761,1500,-5905,-7719
10762,300,-201,700
10762,720,-1051,-1440
10762,1500,-4143,-5878
10763,300,2671,1881
10763,720,1370,1373
10763,1500,6423,2981
10764,300,276,429
10764,720,3774,4061
10764,1500,13973,18046
10765,300,-990,-729
10765,720,-4911,-5008
10765,1500,-15895,-21165
10766,300,-465,-1251
10766,720,-3520,-5226
10766,1500,-10713,-13963
10767,300,540,-326
10767,720,-369,45
10767,1500,-1152,-3544
10768,300,431,587
10768,720,-950,-2631
10768,1500,-10549,-18241
10769,300,473,-238
10769,720,53,224
10769,1500,1046,2423
10770,300,-2092,-1838
10770,720,-3558,-4347
10770,1500,-15472,-19420
10771,300,216,92
10771,720,-985,-1852
10771,1500,7207,8269
10772,300,613,991
10772,720,-1794,-2031
10772,1500,2815,8187
10773,300,-97,-45
10773,720,2221,1223
10773,1500,21010,20080
10774,300,715,-29
10774,720,392,-1236
10774,1500,5818,-510
10775,300,1708,2117
10775,720,5524,5009
10775,1500,11899,14609
10776,300,1237,86
10776,720,2110,-1183
10776,1500,7075,1420
10777,300,-819,-120
10777,720,-3662,-1745
10777,1500,-14269,-16440
10778,300,7,-361
10778,720,-4783,-7582
10778,1500,-35025,-36850
10779,300,682,598
10779,720,3969,3262
10779,1500,11085,11940
10780,300,-535,-1059
10780,720,-1597,-2142
10780,1500,-11810,-20452
10781,300,831,-126
10781,720,2694,3160
10781,1500,23801,24483
10782,300,-452,196
10782,720,-1982,-1704
10782,1500,-6676,-6568
10783,300,-593,-72
10783,720,-443,-815
10783,1500,-4800,-6106
10784,300,-188,-241
10784,720,-1597,-953
10784,1500,-4484,-7246
10785,300,-570,746
10785,720,662,2087
10785,1500,-3800,-4372
10786,300,1675,1189
10786,720,2514,2312
10786,1500,6968,2170
10787,300,-6,287
10787,720,-1200,-559
10787,1500,-4672,-5901
10788,300,2292,2816
10788,720,6237,9024
10788,1500,20843,26667
10789,300,279,787
10789,720,1711,648
10789,1500,12036,13250
10790,300,893,1241
10790,720,1966,2987
10790,1500,1837,3564
10791,300,539,1880
10791,720,899,700
10791,1500,2273,-901
10792,300,1229,579
10792,720,2522,2050
10792,1500,5242,6178
10793,300,1674,-751
10793,720,2126,-967
10793,1500,7912,6589
10794,300,-1587,-597
10794,720,-343,661
10794,1500,-3598,-4457
10795,300,-2535,-1662
10795,720,-4456,-3047
10795,1500,-23770,-22834
10796,300,1423,359
10796,720,1085,928
10796,1500,10705,15268
10797,300,2926,2718
10797,720,4317,2481
10797,1500,6843,4360
10798,300,-664,-1118
10798,720,-2542,-6255
10798,1500,-3095,-10445
10799,300,412,429
10799,720,2184,2549
10799,1500,11059,7794
10800,300,892,880
10800,720,-1229,-2608
10800,1500,-6625,-9083
10801,300,1952,2941
10801,720,7749,7981
10801,1500,21119,25790
10802,300,-33,519
10802,720,214,1698
10802,1500,8112,16532
10803,300,1557,1016
10803,720,3793,2551
10803,1500,23562,13910
10804,300,635,431
10804,720,-605,-1105
10804,1500,2589,8463
10805,300,230,432
10805,720,6516,3440
10805,1500,2216,-251
10806,300,-760,-271
10806,720,-2414,-3135
10806,1500,-3913,-5147
10807,300,475,1714
10807,720,2420,4130
10807,1500,10605,8686
10808,300,623,810
10808,720,3257,3148
10808,1500,18792,21325
10809,300,1188,-522
10809,720,-1835,-6519
10809,1500,-15167,-21957
10810,300,-611,-330
10810,720,-1698,-1726
10810,1500,-14631,-19394
10811,300,-1037,-1428
10811,720,-1642,-1664
10811,1500,11679,5811
10812,300,-69,767
10812,720,2308,1519
10812,1500,13007,13880
10813,300,192,93
10813,720,3070,3565
10813,1500,5808,9096
10814,300,1279,-224
10814,720,2655,393
10814,1500,6819,208
10815,300,472,164
10815,720,1557,378
10815,1500,2783,2866
10816,300,289,-481
10816,720,-3565,-5107
10816,1500,-9592,-17559
10817,300,1578,1224
10817,720,-223,-1923
10817,1500,-5186,-10270
10818,300,1972,479
10818,720,2263,195
10818,1500,17709,12755
10819,300,606,812
10819,720,2386,3151
10819,1500,6714,11722
10820,300,378,13
10820,720,2005,805
10820,1500,-6266,-5134
10821,300,-302,548
10821,720,1711,1933
10821,1500,21193,28737
10822,300,-773,-795
10822,720,-37,266
10822,1500,2777,569
10823,300,-294,104
10823,720,4601,1465
10823,1500,17880,24861
