match_id,times,tot_gold_rad,tot_gold_dire,tot_xp_rad,tot_xp_dire
40870,1500,36983,36793,41538,42502
40871,300,6214,5024,6215,5907
40871,720,18251,15077,17947,16868
40871,1500,39697,42142,42129,47500
40872,300,5674,6812,6165,6462
40872,720,15311,17910,15887,17440
40872,1500,39207,45614,39201,52189
40873,300,4597,6664,5143,6857
40873,720,12079,16928,12714,18233
40873,1500,29326,42956,31071,46952
40874,300,6009,7446,5943,6634
40874,720,17801,17959,17101,17134
40874,1500,50205,41494,58862,40949
40875,300,5514,4943,5948,6324
40875,720,15562,12882,16270,15974
40875,1500,34711,37494,37614,44512
40876,300,4832,7110,6011,6417
40876,720,12586,17118,14486,16519
40876,1500,36066,56213,38107,53715
40877,300,4795,6598,5694,7603
40877,720,15804,19327,16582,18494
40877,1500,38274,41496,41627,43609
40878,300,5792,6682,6122,6803
40878,720,17762,16489,19423,17566
40878,1500,50507,42787,52256,45773
40879,300,5015,4333,5787,5471
40879,720,13695,12272,16569,15907
40879,1500,36738,37143,46898,45347
40880,300,6854,5226,6667,5371
40880,720,17774,13359,18313,13548
40880,1500,45976,34201,49490,30452
40881,300,5455,4668,6338,5059
40881,720,12925,13742,14940,16319
40881,1500,35109,38671,41134,46275
40882,300,4093,6471,4976,7150
40882,720,12630,18360,14609,18128
40882,1500,35453,47233,40657,48820
40883,300,5415,7163,5670,7241
40883,720,15125,16546,17454,18512
40883,1500,35654,44397,40793,52646
40884,300,5306,4925,5678,5776
40884,720,15973,13439,16774,14832
40884,1500,37272,41675,38040,45598
40885,300,5444,4974,6450,6283
40885,720,17691,13662,19505,15518
40885,1500,50474,32802,52440,35650
40886,300,6476,6400,6279,6106
40886,720,17421,14334,17305,15782
40886,1500,54916,39095,57144,42318
40887,300,6012,7042,6034,6900
40887,720,16193,17946,16309,18447
40887,1500,40697,44895,43196,48621
40888,300,6475,5556,7386,6793
40888,720,18236,15508,17409,16666
40888,1500,48192,41709,53138,48415
40889,300,4211,4339,5270,5134
40889,720,12286,12215,13585,13692
40889,1500,37594,35394,43383,38348
40890,300,4870,5105,6366,5861
40890,720,12842,13285,15044,13894
40890,1500,35176,30280,38116,34404
40891,300,5739,5962,6674,6470
40891,720,19457,15346,20049,16209
40891,1500,52238,39747,56172,46586
40892,300,5914,5511,6441,5548
40892,720,14831,15054,16099,16991
40892,1500,45576,39156,50165,42883
40893,300,5099,6373,5732,6348
40893,720,17423,17197,17082,17888
40893,1500,43439,47806,42752,49570
40894,300,6215,5420,6169,6313
40894,720,16672,16146,17298,18994
40894,1500,44806,47768,52865,57116
40895,300,6622,5642,7473,7087
40895,720,18979,19265,18927,21099
40895,1500,44947,47055,49766,54238
40896,300,5432,5563,6544,7230
40896,720,14665,18369,16427,20092
40896,1500,42109,41254,49623,46793
40897,300,4904,6044,5867,7007
40897,720,12209,17264,14372,16027
40897,1500,27174,45554,29365,43336
40898,300,5292,6184,5760,6887
40898,720,14716,17345,16184,18808
40898,1500,41313,44005,45669,49332
40899,300,5964,6255,5791,6378
40899,720,17371,16928,16920,17415
40899,1500,54265,35495,52630,37218
40900,300,5801,4375,6285,5592
40900,720,16342,15379,17184,15629
40900,1500,40987,44540,47428,44433
40901,300,7450,6532,8202,7220
40901,720,18549,20233,18853,23137
40901,1500,46792,48175,52566,57209
40902,300,6278,5134,7193,6505
40902,720,17615,18229,19996,18396
40902,1500,43519,43411,49288,47186
40903,300,5566,6124,6083,6297
40903,720,16537,17675,17955,19185
40903,1500,49605,37994,58241,41937
40904,300,5913,3908,6475,6192
40904,720,14610,13927,16008,16845
40904,1500,38770,34249,45292,40712
40905,300,4956,5649,5909,6065
40905,720,13358,13882,17503,15849
40905,1500,37284,39893,44545,44696
40906,300,5975,5223,5853,5892
40906,720,16534,17065,16558,17872
40906,1500,42137,44827,44343,49132
40907,300,6556,4830,7218,6018
40907,720,16918,13840,18807,15925
40907,1500,42283,41858,48011,50521
40908,300,5547,5861,6073,6239
40908,720,14490,18974,16075,21098
40908,1500,42132,50083,44766,51220
40909,300,6667,5649,6380,5737
40909,720,16642,16043,16159,17261
40909,1500,45693,43236,51310,49858
40910,300,5587,5609,5744,6625
40910,720,13488,15939,14070,19737
40910,1500,28074,47514,29459,55672
40911,300,6384,6540,6362,6054
40911,720,17039,19752,18533,19308
40911,1500,63412,42703,64989,41328
40912,300,4655,6968,6135,8594
40912,720,14620,19894,16781,21561
40913,300,5038,6507,5745,6544
40913,720,16893,19495,16895,17063
40913,1500,39915,64898,36299,50792
40914,300,4871,5662,6714,6396
40914,720,15623,14778,19972,15849
40914,1500,40869,33419,49854,37563
40915,300,6123,7173,6504,6333
40915,720,19746,16610,20090,15298
40915,1500,50108,45769,53655,48211
40916,300,5353,5136,5572,5479
40916,720,14392,18898,14708,19565
40916,1500,43162,44981,48921,50412
40917,300,4035,4957,5101,6336
40917,720,11922,14963,12548,16922
40917,1500,30178,39804,34313,43340
40918,300,5208,5714,5915,6589
40918,720,12600,18661,13733,20569
40918,1500,36972,57257,30333,51723
40919,300,5230,5599,5944,6834
40919,720,13287,15425,14477,18253
40919,1500,41637,35506,48933,38999
40920,300,5874,5693,5973,5750
40920,720,16406,17282,16775,16837
40920,1500,52243,33665,56067,31817
40921,300,5074,6281,5880,6983
40921,720,14257,14371,16538,16214
40921,1500,35407,36130,37629,38312
40922,300,5182,5516,5835,7031
40922,720,14155,17987,15224,20124
40922,1500,40018,43988,43240,49787
40923,300,6529,5152,7102,6071
40923,720,16552,14663,19594,16888
40923,1500,43630,37841,53333,46892
40924,300,5222,7330,5514,6912
40924,720,17028,18843,18870,19010
40924,1500,44829,48800,53295,47371
40925,300,4588,5843,5743,6768
40925,720,13084,19913,14461,19739
40925,1500,33853,56492,38440,55903
40926,300,6316,4657,6516,5320
40926,720,17324,14091,17582,14906
40926,1500,42681,42073,46975,46996
40927,300,4339,6168,6239,5886
40927,720,14472,15785,17080,16124
40927,1500,39945,43274,41187,42597
40928,300,5360,6202,5374,7467
40928,720,17864,17806,16305,17491
40928,1500,43490,39332,43190,42699
40929,300,4848,5030,5777,5678
