Match ID,Radiant pick,Dire pick,Radiant Win,Score,Last hits,radiant win %,dire win %
5216132218,"['phantom_assassin', 'huskar', 'furion', 'disruptor', 'windrunner']","['bloodseeker', 'sniper', 'pudge', 'legion_commander', 'luna']",0,-8,-241,0.5082000000000001,0.4918
5216132219,"['ember_spirit', 'life_stealer', 'rubick', 'dark_willow', 'slark']","['windrunner', 'ogre_magi', 'abyssal_underlord', 'antimage', 'warlock']",0,-29,-268,0.5382,0.46180000000000004
5216132301,"['elder_titan', 'crystal_maiden', 'zuus', 'invoker', 'legion_commander']","['slardar', 'keeper_of_the_light', 'slark', 'faceless_void', 'windrunner']",1,17,9,0.5064,0.49339999999999995
5216132302,"['disruptor', 'clinkz', 'earthshaker', 'bounty_hunter', 'pudge']","['riki', 'rubick', 'lina', 'omniknight', 'tiny']",0,-25,-172,0.4532,0.5466
5216132315,"['meepo', 'night_stalker', 'axe', 'ogre_magi', 'bounty_hunter']","['puck', 'drow_ranger', 'mirana', 'dark_willow', 'earthshaker']",1,-10,-54,0.5156000000000001,0.48440000000000005
5216132317,"['ogre_magi', 'keeper_of_the_light', 'huskar', 'spectre', 'shredder']","['witch_doctor', 'pudge', 'phantom_lancer', 'skeleton_king', 'skywrath_mage']",0,-3,293,0.5156,0.48460000000000003
5216132319,"['juggernaut', 'legion_commander', 'lich', 'oracle', 'void_spirit']","['slardar', 'puck', 'rubick', 'phantom_lancer', 'treant']",1,20,-32,0.47519999999999996,0.5248000000000002
5216132400,"['luna', 'crystal_maiden', 'queenofpain', 'zuus', 'slardar']","['meepo', 'riki', 'rubick', 'juggernaut', 'earth_spirit']",1,7,63,0.4896000000000001,0.5102
5216132401,"['witch_doctor', 'spirit_breaker', 'legion_commander', 'magnataur', 'nevermore']","['lion', 'furion', 'dragon_knight', 'slark', 'pudge']",1,26,327,0.5096,0.49000000000000005
5216132414,"['zuus', 'earthshaker', 'ogre_magi', 'pangolier', 'phantom_assassin']","['spectre', 'silencer', 'storm_spirit', 'treant', 'skeleton_king']",0,-30,-236,0.4854,0.5146000000000001
5216132418,"['nyx_assassin', 'venomancer', 'riki', 'zuus', 'ember_spirit']","['pudge', 'faceless_void', 'pangolier', 'silencer', 'nevermore']",1,25,156,0.5288,0.47140000000000004
5216132503,"['enchantress', 'bristleback', 'rubick', 'slark', 'mirana']","['naga_siren', 'clinkz', 'jakiro', 'mars', 'windrunner']",1,4,-155,0.5186,0.4814
5216132515,"['zuus', 'nevermore', 'legion_commander', 'drow_ranger', 'disruptor']","['phantom_assassin', 'ember_spirit', 'silencer', 'ogre_magi', 'axe']",1,16,79,0.5166000000000001,0.48319999999999996
5216132519,"['nyx_assassin', 'skeleton_king', 'rattletrap', 'monkey_king', 'silencer']","['wisp', 'antimage', 'death_prophet', 'shredder', 'shadow_shaman']",0,0,-265,0.5064,0.4936
5216132600,"['queenofpain', 'earthshaker', 'lion', 'razor', 'life_stealer']","['leshrac', 'nyx_assassin', 'juggernaut', 'puck', 'disruptor']",1,14,122,0.49280000000000007,0.5072
5216132605,"['slark', 'ember_spirit', 'earthshaker', 'lich', 'night_stalker']","['skeleton_king', 'abaddon', 'phantom_lancer', 'viper', 'windrunner']",1,2,-321,0.51,0.49000000000000005
5216132608,"['crystal_maiden', 'shadow_demon', 'ursa', 'mirana', 'juggernaut']","['treant', 'invoker', 'life_stealer', 'axe', 'rubick']",0,-8,-107,0.5069999999999999,0.4932
5216132703,"['life_stealer', 'antimage', 'lion', 'sniper', 'pudge']","['doom_bringer', 'slark', 'kunkka', 'phantom_assassin', 'wisp']",0,-1,-58,0.484,0.5158
5216132705,"['shadow_demon', 'gyrocopter', 'snapfire', 'ursa', 'pugna']","['disruptor', 'faceless_void', 'clinkz', 'winter_wyvern', 'naga_siren']",1,17,53,0.5074,0.49260000000000004
5216132707,"['nevermore', 'alchemist', 'crystal_maiden', 'tiny', 'windrunner']","['mirana', 'phantom_assassin', 'night_stalker', 'pudge', 'invoker']",0,-15,95,0.49460000000000004,0.5056
5216132716,"['lich', 'axe', 'slark', 'razor', 'vengefulspirit']","['earthshaker', 'sniper', 'void_spirit', 'life_stealer', 'pudge']",0,-20,-228,0.51,0.48980000000000007
5216132803,"['slardar', 'grimstroke', 'rubick', 'chaos_knight', 'ember_spirit']","['skeleton_king', 'crystal_maiden', 'pudge', 'keeper_of_the_light', 'phantom_lancer']",1,16,257,0.4704,0.5296000000000001
5216132812,"['pangolier', 'rubick', 'invoker', 'phantom_lancer', 'shadow_shaman']","['lion', 'magnataur', 'pudge', 'monkey_king', 'sven']",0,-26,-261,0.5054000000000001,0.4946
5216132813,"['nevermore', 'lion', 'faceless_void', 'doom_bringer', 'monkey_king']","['phoenix', 'life_stealer', 'void_spirit', 'pudge', 'windrunner']",0,-18,164,0.5006,0.49960000000000004
5216132814,"['crystal_maiden', 'skywrath_mage', 'undying', 'mirana', 'antimage']","['monkey_king', 'rubick', 'phantom_assassin', 'sand_king', 'witch_doctor']",0,-12,-231,0.5226,0.47759999999999997
5216132815,"['earthshaker', 'storm_spirit', 'venomancer', 'juggernaut', 'bounty_hunter']","['shadow_shaman', 'invoker', 'slark', 'lina', 'chaos_knight']",0,-16,-364,0.49160000000000004,0.5082
5216132816,"['magnataur', 'riki', 'ancient_apparition', 'abyssal_underlord', 'faceless_void']","['mars', 'undying', 'zuus', 'juggernaut', 'dazzle']",1,15,355,0.5294000000000001,0.4704
5216132817,"['warlock', 'bloodseeker', 'chaos_knight', 'medusa', 'windrunner']","['bounty_hunter', 'terrorblade', 'necrolyte', 'treant', 'enigma']",0,-14,-106,0.414,0.5860000000000001
5216132818,"['pugna', 'monkey_king', 'lion', 'ogre_magi', 'spirit_breaker']","['windrunner', 'invoker', 'lina', 'dazzle', 'sven']",1,21,22,0.4864,0.5138
5216132900,"['pugna', 'juggernaut', 'tinker', 'rubick', 'razor']","['antimage', 'pudge', 'axe', 'dark_willow', 'snapfire']",0,-47,-439,0.5202,0.4798
5216133203,"['faceless_void', 'medusa', 'tinker', 'techies', 'bounty_hunter']","['magnataur', 'antimage', 'earthshaker', 'slark', 'lycan']",1,31,222,0.4852,0.5146
5216133205,"['bristleback', 'pudge', 'alchemist', 'vengefulspirit', 'gyrocopter']","['phantom_assassin', 'keeper_of_the_light', 'ogre_magi', 'legion_commander', 'zuus']",1,13,251,0.49239999999999995,0.5075999999999999
5216133216,"['huskar', 'gyrocopter', 'rattletrap', 'wisp', 'silencer']","['dark_willow', 'puck', 'phantom_lancer', 'winter_wyvern', 'ember_spirit']",0,-31,-128,0.5168,0.48340000000000005
5216133217,"['wisp', 'gyrocopter', 'puck', 'ancient_apparition', 'pugna']","['invoker', 'pudge', 'enigma', 'disruptor', 'phantom_assassin']",1,23,72,0.5018,0.49820000000000003
5216133218,"['slark', 'magnataur', 'lion', 'lich', 'mars']","['nevermore', 'mirana', 'zuus', 'drow_ranger', 'juggernaut']",1,26,104,0.4862,0.514
5216133219,"['dark_seer', 'drow_ranger', 'templar_assassin', 'mirana', 'rattletrap']","['zuus', 'centaur', 'crystal_maiden', 'phantom_assassin', 'witch_doctor']",0,-28,-140,0.5456000000000001,0.45439999999999997
5216133300,"['dazzle', 'rubick', 'spectre', 'tusk', 'windrunner']","['abyssal_underlord', 'silencer', 'pudge', 'warlock', 'phantom_assassin']",0,6,113,0.5104,0.4894
5216133312,"['ursa', 'dark_willow', 'windrunner', 'viper', 'shadow_demon']","['lion', 'faceless_void', 'legion_commander', 'nevermore', 'rubick']",0,5,-548,0.4878,0.5122
5216133316,"['faceless_void', 'invoker', 'venomancer', 'axe', 'phantom_lancer']","['spectre', 'zuus', 'snapfire', 'chaos_knight', 'crystal_maiden']",0,-29,-130,0.5452,0.4546
5216133405,"['legion_commander', 'enchantress', 'bloodseeker', 'viper', 'lion']","['lich', 'sniper', 'crystal_maiden', 'invoker', 'juggernaut']",1,-9,-155,0.49779999999999996,0.5022
5216133415,"['skeleton_king', 'night_stalker', 'shadow_demon', 'earthshaker', 'undying']","['venomancer', 'lion', 'razor', 'ogre_magi', 'phantom_lancer']",0,-27,-138,0.49239999999999995,0.5076
5216133500,"['lich', 'pudge', 'troll_warlord', 'doom_bringer', 'furion']","['lion', 'mirana', 'axe', 'invoker', 'legion_commander']",0,-22,41,0.522,0.4784
5216133605,"['ogre_magi', 'mirana', 'winter_wyvern', 'morphling', 'drow_ranger']","['centaur', 'windrunner', 'life_stealer', 'disruptor', 'shadow_demon']",1,15,105,0.5069999999999999,0.4932
5216133609,"['ursa', 'silencer', 'zuus', 'mirana', 'magnataur']","['earthshaker', 'kunkka', 'crystal_maiden', 'treant', 'life_stealer']",0,-34,-130,0.5092000000000001,0.49079999999999996
5216133610,"['pudge', 'invoker', 'nevermore', 'juggernaut', 'tiny']","['bloodseeker', 'necrolyte', 'silencer', 'treant', 'dark_willow']",0,-10,-148,0.47620000000000007,0.5238
5216133700,"['riki', 'void_spirit', 'slardar', 'lion', 'undying']","['tusk', 'jakiro', 'vengefulspirit', 'pangolier', 'drow_ranger']",0,-8,-198,0.513,0.48719999999999997
5216133701,"['furion', 'juggernaut', 'legion_commander', 'nevermore', 'nyx_assassin']","['spectre', 'pudge', 'necrolyte', 'rubick', 'puck']",0,-29,6,0.5002,0.5
5216133702,"['spectre', 'tiny', 'viper', 'snapfire', 'phoenix']","['silencer', 'mirana', 'windrunner', 'lina', 'life_stealer']",0,-12,-152,0.5158,0.4842000000000001
5216133710,"['drow_ranger', 'abyssal_underlord', 'sniper', 'invoker', 'faceless_void']","['disruptor', 'treant', 'life_stealer', 'pudge', 'phantom_assassin']",0,-15,-73,0.4806,0.5194
5216133711,"['crystal_maiden', 'earthshaker', 'tinker', 'phantom_lancer', 'chaos_knight']","['sniper', 'rubick', 'lion', 'pudge', 'bristleback']",0,-36,-77,0.5234,0.4766
5216133712,"['enigma', 'pudge', 'lion', 'monkey_king', 'lone_druid']","['alchemist', 'tinker', 'ogre_magi', 'crystal_maiden', 'doom_bringer']",0,3,12,0.5075999999999999,0.49239999999999995
5216133714,"['skeleton_king', 'crystal_maiden', 'faceless_void', 'lion', 'centaur']","['mars', 'jakiro', 'spirit_breaker', 'queenofpain', 'life_stealer']",1,19,-188,0.49779999999999996,0.5024
5216133716,"['pudge', 'invoker', 'legion_commander', 'lion', 'shredder']","['dazzle', 'alchemist', 'bounty_hunter', 'bristleback', 'centaur']",1,20,92,0.4816,0.5184
5216133718,"['slark', 'invoker', 'void_spirit', 'pangolier', 'jakiro']","['ogre_magi', 'lion', 'abyssal_underlord', 'drow_ranger', 'templar_assassin']",1,31,100,0.521,0.47919999999999996
5216133805,"['obsidian_destroyer', 'skeleton_king', 'pudge', 'kunkka', 'rubick']","['juggernaut', 'tidehunter', 'alchemist', 'shredder', 'disruptor']",1,14,-84,0.48579999999999995,0.5142
5216133806,"['abyssal_underlord', 'wisp', 'nevermore', 'gyrocopter', 'pudge']","['ursa', 'undying', 'omniknight', 'shredder', 'ancient_apparition']",0,-24,29,0.47640000000000005,0.5234
5216133808,"['rattletrap', 'meepo', 'void_spirit', 'warlock', 'pudge']","['pangolier', 'windrunner', 'lion', 'antimage', 'ogre_magi']",0,-3,-87,0.5276,0.47240000000000004
5216133809,"['rubick', 'troll_warlord', 'lion', 'kunkka', 'doom_bringer']","['puck', 'warlock', 'skeleton_king', 'morphling', 'bristleback']",1,10,74,0.5104,0.4892
5216133812,"['juggernaut', 'skywrath_mage', 'windrunner', 'mirana', 'lich']","['faceless_void', 'razor', 'bounty_hunter', 'troll_warlord', 'witch_doctor']",0,-19,-347,0.4854,0.5148
5216133903,"['meepo', 'dark_willow', 'juggernaut', 'nyx_assassin', 'huskar']","['mirana', 'ogre_magi', 'lion', 'windrunner', 'phantom_assassin']",1,9,171,0.5862,0.4142
